movimiento_id,numero_cuenta,fecha,descripcion,monto,tipo,canal,ubicacion
MOV-0000234,191-5006692-0-92,2026-08-30,Botica Sumaq,-1350.99,CARGO,APP,EN_LINEA
MOV-0000235,191-5006692-0-92,2026-07-01,Farmacia Pacha,-435.35,CARGO,INTIPAY,San Isidro
MOV-0000236,191-5006692-0-92,2026-07-13,Botica Sumaq,-743.57,CARGO,TRANSFERENCIA_INMEDIATA,Comas
MOV-0000237,191-5006692-0-92,2026-08-27,Ferretería Nexo,-294.98,CARGO,POS,Callao
MOV-0000238,191-5006692-0-92,2026-08-28,Minimarket Tumi,-116.52,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000239,191-5874843-0-11,2026-07-11,Café Andino,186.43,ABONO,POS,Lince
MOV-0000240,191-5874843-0-11,2026-07-27,Grifo Wayra,776.65,ABONO,ATM,EN_LINEA
MOV-0000241,191-5874843-0-11,2026-06-23,Delivery Ñam,-1153.07,CARGO,APP,Santiago de Surco
MOV-0000242,191-5874843-0-11,2026-08-01,Cine Estelar,-1277.07,CARGO,TRANSFERENCIA_DIFERIDA,Independencia
MOV-0000243,191-5874843-0-11,2026-07-21,Transferencia P2P,-972.9,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000244,191-5874843-0-11,2026-06-10,Mercado Inti,642.62,ABONO,TRANSFERENCIA_DIFERIDA,Santiago de Surco
MOV-0000245,191-5874843-0-11,2026-07-16,Ferretería Nexo,-462.66,CARGO,TRANSFERENCIA_DIFERIDA,Lince
MOV-0000246,191-5874843-0-11,2026-06-19,Minimarket Tumi,-905.08,CARGO,APP,Chorrillos
MOV-0000247,191-5874843-0-11,2026-07-02,Café Andino,-284.92,CARGO,POS,Ate
MOV-0000248,191-5874843-0-11,2026-07-15,Café Andino,81.18,ABONO,WEB,Surquillo
MOV-0000249,191-5874843-0-11,2026-07-06,Transferencia P2P,170.1,ABONO,TRANSFERENCIA_INMEDIATA,Barranco
MOV-0000250,191-5874843-0-11,2026-07-12,Farmacia Pacha,-1223.99,CARGO,APP,EN_LINEA
MOV-0000251,191-5874843-0-11,2026-08-14,Café Andino,-130.1,CARGO,TRANSFERENCIA_DIFERIDA,Miraflores
MOV-0000252,191-3400825-0-60,2026-08-24,TaxiYa,-618.72,CARGO,POS,Magdalena del Mar
MOV-0000253,191-3400825-0-60,2026-07-03,Grifo Wayra,-796.48,CARGO,TRANSFERENCIA_DIFERIDA,Surquillo
MOV-0000254,191-3400825-0-60,2026-06-26,Supermercado Kori,-572.31,CARGO,WEB,San Juan de Lurigancho
MOV-0000255,191-3400825-0-60,2026-08-29,Mercado Inti,-1048.48,CARGO,POS,Villa El Salvador
MOV-0000256,191-3400825-0-60,2026-07-01,Cine Estelar,186.97,ABONO,APP,San Miguel
MOV-0000257,191-3400825-0-60,2026-07-28,Delivery Ñam,-870.53,CARGO,ATM,EN_LINEA
MOV-0000258,191-2238952-0-17,2026-07-02,Café Andino,-877.43,CARGO,ATM,Jesús María
MOV-0000259,191-2238952-0-17,2026-08-22,Cine Estelar,-1242.54,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000260,191-2238952-0-17,2026-06-16,Mercado Inti,-349.4,CARGO,WEB,EN_LINEA
MOV-0000261,191-2238952-0-17,2026-08-28,Cine Estelar,-88.01,CARGO,TRANSFERENCIA_INMEDIATA,Miraflores
MOV-0000262,191-2238952-0-17,2026-08-25,StreamAndina,-402.36,CARGO,WEB,Lince
MOV-0000263,191-2238952-0-17,2026-06-26,Cajero Banco Inti,-1125.64,CARGO,ATM,Magdalena del Mar
MOV-0000264,191-2238952-0-17,2026-07-24,StreamAndina,156.56,ABONO,POS,Surquillo
MOV-0000265,191-4550502-0-89,2026-06-21,Grifo Wayra,-1268.55,CARGO,INTIPAY,EN_LINEA
MOV-0000266,191-4550502-0-89,2026-06-30,Botica Sumaq,-1335.3,CARGO,TRANSFERENCIA_DIFERIDA,Lince
MOV-0000267,191-4550502-0-89,2026-08-18,Tienda Aurora,-285.75,CARGO,INTIPAY,San Isidro
MOV-0000268,191-4550502-0-89,2026-08-16,Farmacia Pacha,-383.03,CARGO,POS,Jesús María
MOV-0000269,191-4550502-0-89,2026-08-25,TaxiYa,-301.13,CARGO,INTIPAY,San Miguel
MOV-0000270,191-4550502-0-89,2026-07-30,Farmacia Pacha,-118.04,CARGO,WEB,EN_LINEA
MOV-0000271,191-4550502-0-89,2026-06-27,Delivery Ñam,-1275.05,CARGO,APP,Villa El Salvador
MOV-0000272,191-1094797-0-32,2026-08-19,Transferencia P2P,-1193.45,CARGO,INTIPAY,EN_LINEA
MOV-0000273,191-1094797-0-32,2026-07-22,Minimarket Tumi,-885.27,CARGO,ATM,EN_LINEA
MOV-0000274,191-1094797-0-32,2026-08-16,Grifo Wayra,715.68,ABONO,ATM,Magdalena del Mar
MOV-0000275,191-1094797-0-32,2026-07-20,Cajero Banco Inti,-920.64,CARGO,TRANSFERENCIA_DIFERIDA,Ate
MOV-0000276,191-1094797-0-32,2026-07-23,Farmacia Pacha,-1278.48,CARGO,TRANSFERENCIA_DIFERIDA,Independencia
MOV-0000277,191-1094797-0-32,2026-08-07,Minimarket Tumi,711.31,ABONO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000278,191-1094797-0-32,2026-08-28,Supermercado Kori,-1132.61,CARGO,APP,Barranco
MOV-0000279,191-1094797-0-32,2026-06-16,Farmacia Pacha,701.22,ABONO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000280,191-1094797-0-32,2026-06-10,Café Andino,737.22,ABONO,TRANSFERENCIA_DIFERIDA,Magdalena del Mar
MOV-0000281,191-1094797-0-32,2026-06-21,Botica Sumaq,-960.25,CARGO,TRANSFERENCIA_DIFERIDA,La Molina
MOV-0000282,191-1094797-0-32,2026-07-21,Mercado Inti,520.28,ABONO,TRANSFERENCIA_DIFERIDA,Chorrillos
MOV-0000283,191-1094797-0-32,2026-08-13,Minimarket Tumi,-1228.33,CARGO,ATM,Barranco
MOV-0000284,191-5460542-0-97,2026-07-31,Supermercado Kori,708.08,ABONO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000285,191-5460542-0-97,2026-08-26,Café Andino,-75.48,CARGO,WEB,EN_LINEA
MOV-0000286,191-5460542-0-97,2026-06-18,Delivery Ñam,936.99,ABONO,ATM,Callao
MOV-0000287,191-5460542-0-97,2026-08-25,Cine Estelar,22.18,ABONO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000288,191-5460542-0-97,2026-07-09,Mercado Inti,15.48,ABONO,TRANSFERENCIA_INMEDIATA,San Borja
MOV-0000289,191-5460542-0-97,2026-09-02,Delivery Ñam,-1008.87,CARGO,ATM,EN_LINEA
MOV-0000290,191-5460542-0-97,2026-07-08,Supermercado Kori,-1377.95,CARGO,INTIPAY,Barranco
MOV-0000291,191-5460542-0-97,2026-07-13,Supermercado Kori,-118.29,CARGO,APP,Ate
MOV-0000292,191-5460542-0-97,2026-09-03,StreamAndina,481.62,ABONO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000293,191-5543090-0-41,2026-08-22,Grifo Wayra,-1393.58,CARGO,INTIPAY,EN_LINEA
MOV-0000294,191-5543090-0-41,2026-08-13,Cine Estelar,-715.89,CARGO,INTIPAY,Villa El Salvador
MOV-0000295,191-5543090-0-41,2026-07-17,Farmacia Pacha,919.24,ABONO,ATM,Comas
MOV-0000296,191-5543090-0-41,2026-08-13,Farmacia Pacha,404.61,ABONO,TRANSFERENCIA_DIFERIDA,Ate
MOV-0000297,191-5543090-0-41,2026-07-30,Café Andino,-654.71,CARGO,APP,EN_LINEA
MOV-0000298,191-5543090-0-41,2026-06-22,Transferencia P2P,-1049.76,CARGO,INTIPAY,EN_LINEA
MOV-0000299,191-5543090-0-41,2026-08-15,Grifo Wayra,-898.54,CARGO,TRANSFERENCIA_DIFERIDA,Lince
MOV-0000300,191-5543090-0-41,2026-08-03,Botica Sumaq,-1177.78,CARGO,POS,Ate
MOV-0000301,191-7838895-0-48,2026-06-18,Farmacia Pacha,-893.18,CARGO,POS,Pueblo Libre
MOV-0000302,191-7838895-0-48,2026-07-31,StreamAndina,-441.64,CARGO,ATM,EN_LINEA
MOV-0000303,191-7838895-0-48,2026-08-17,Transferencia P2P,-641.18,CARGO,APP,San Isidro
MOV-0000304,191-7838895-0-48,2026-07-02,Transferencia P2P,-504.86,CARGO,ATM,EN_LINEA
MOV-0000305,191-7838895-0-48,2026-06-18,Cine Estelar,-1176.21,CARGO,INTIPAY,San Juan de Lurigancho
MOV-0000306,191-7838895-0-48,2026-06-18,Ferretería Nexo,312.05,ABONO,WEB,EN_LINEA
MOV-0000307,191-7838895-0-48,2026-08-25,Transferencia P2P,-471.96,CARGO,ATM,EN_LINEA
MOV-0000308,191-7838895-0-48,2026-07-09,Tienda Aurora,-706.81,CARGO,APP,San Juan de Lurigancho
MOV-0000309,191-7051319-0-57,2026-08-11,Minimarket Tumi,894.08,ABONO,POS,Pueblo Libre
MOV-0000310,191-7051319-0-57,2026-08-21,Grifo Wayra,-1125.35,CARGO,POS,EN_LINEA
MOV-0000311,191-7051319-0-57,2026-07-13,Grifo Wayra,-1394.7,CARGO,TRANSFERENCIA_INMEDIATA,Pueblo Libre
MOV-0000312,191-7051319-0-57,2026-07-25,Minimarket Tumi,-972.93,CARGO,TRANSFERENCIA_DIFERIDA,Santiago de Surco
MOV-0000313,191-7051319-0-57,2026-08-02,Cine Estelar,-1256.69,CARGO,TRANSFERENCIA_INMEDIATA,Independencia
MOV-0000314,191-7051319-0-57,2026-07-07,Farmacia Pacha,-301.56,CARGO,ATM,Barranco
MOV-0000315,191-7051319-0-57,2026-07-30,TaxiYa,-1181.84,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000316,191-7051319-0-57,2026-06-12,Café Andino,-973.24,CARGO,ATM,EN_LINEA
MOV-0000317,191-7051319-0-57,2026-06-21,Grifo Wayra,925.37,ABONO,ATM,San Juan de Lurigancho
MOV-0000318,191-7051319-0-57,2026-07-18,Grifo Wayra,-779.57,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000319,191-6647756-0-77,2026-07-14,Farmacia Pacha,-819.5,CARGO,APP,Villa El Salvador
MOV-0000320,191-6647756-0-77,2026-07-18,Mercado Inti,-1179.13,CARGO,APP,San Isidro
MOV-0000321,191-6647756-0-77,2026-06-15,Supermercado Kori,-825.08,CARGO,WEB,San Miguel
MOV-0000322,191-6647756-0-77,2026-06-11,Delivery Ñam,-644.32,CARGO,ATM,La Molina
MOV-0000323,191-6647756-0-77,2026-07-19,Farmacia Pacha,-133.35,CARGO,TRANSFERENCIA_DIFERIDA,Chorrillos
MOV-0000324,191-6647756-0-77,2026-08-03,Cine Estelar,-739.3,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000325,191-6647756-0-77,2026-07-02,Cine Estelar,-865.0,CARGO,ATM,Santiago de Surco
MOV-0000326,191-6647756-0-77,2026-07-25,Ferretería Nexo,-292.99,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000327,191-6647756-0-77,2026-08-15,Supermercado Kori,-1154.27,CARGO,POS,Villa El Salvador
MOV-0000328,191-6647756-0-77,2026-07-18,Transferencia P2P,-1093.42,CARGO,TRANSFERENCIA_INMEDIATA,Magdalena del Mar
MOV-0000329,191-6647756-0-77,2026-07-26,StreamAndina,-682.93,CARGO,POS,San Isidro
MOV-0000330,191-6647756-0-77,2026-08-04,Cine Estelar,-1213.8,CARGO,INTIPAY,Magdalena del Mar
MOV-0000331,191-6647756-0-77,2026-08-17,Cajero Banco Inti,-149.56,CARGO,INTIPAY,Santiago de Surco
MOV-0000332,191-6647756-0-77,2026-08-21,Supermercado Kori,-1289.44,CARGO,APP,EN_LINEA
MOV-0000333,191-4074838-0-50,2026-07-19,Tienda Aurora,901.08,ABONO,TRANSFERENCIA_DIFERIDA,San Borja
MOV-0000334,191-4074838-0-50,2026-07-07,Delivery Ñam,-1245.16,CARGO,APP,Villa El Salvador
MOV-0000335,191-4074838-0-50,2026-08-28,Café Andino,-460.41,CARGO,INTIPAY,EN_LINEA
MOV-0000336,191-4074838-0-50,2026-08-30,Cajero Banco Inti,-321.7,CARGO,TRANSFERENCIA_DIFERIDA,Independencia
MOV-0000337,191-4074838-0-50,2026-07-29,Supermercado Kori,297.61,ABONO,WEB,Independencia
MOV-0000338,191-4074838-0-50,2026-08-17,StreamAndina,-217.78,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000339,191-6085543-0-66,2026-07-19,Mercado Inti,-467.76,CARGO,TRANSFERENCIA_DIFERIDA,EN_LINEA
MOV-0000340,191-6085543-0-66,2026-07-16,Tienda Aurora,1398.81,ABONO,TRANSFERENCIA_INMEDIATA,San Juan de Lurigancho
MOV-0000341,191-6085543-0-66,2026-07-31,TaxiYa,-1081.44,CARGO,TRANSFERENCIA_DIFERIDA,Santiago de Surco
MOV-0000342,191-6085543-0-66,2026-06-13,Supermercado Kori,968.84,ABONO,POS,San Borja
MOV-0000343,191-6085543-0-66,2026-07-02,Café Andino,-465.8,CARGO,WEB,Barranco
MOV-0000344,191-6085543-0-66,2026-07-15,Tienda Aurora,-258.72,CARGO,INTIPAY,San Isidro
MOV-0000345,191-6085543-0-66,2026-07-07,Minimarket Tumi,-346.72,CARGO,INTIPAY,Miraflores
MOV-0000346,191-6085543-0-66,2026-06-24,StreamAndina,-157.79,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000347,191-6085543-0-66,2026-08-16,Transferencia P2P,-1297.37,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000348,191-6085543-0-66,2026-08-03,Cajero Banco Inti,-54.36,CARGO,APP,EN_LINEA
MOV-0000349,191-6085543-0-66,2026-09-02,Cine Estelar,-1248.38,CARGO,ATM,Chorrillos
MOV-0000350,191-6085543-0-66,2026-08-24,TaxiYa,-1369.01,CARGO,POS,EN_LINEA
MOV-0000351,191-6085543-0-66,2026-07-06,Farmacia Pacha,1015.53,ABONO,TRANSFERENCIA_DIFERIDA,Chorrillos
MOV-0000352,191-6085543-0-66,2026-07-15,Mercado Inti,-1177.36,CARGO,TRANSFERENCIA_INMEDIATA,Santiago de Surco
MOV-0000353,191-3121468-0-31,2026-07-24,Ferretería Nexo,-1175.25,CARGO,POS,San Isidro
MOV-0000354,191-3121468-0-31,2026-07-06,Cine Estelar,715.27,ABONO,INTIPAY,EN_LINEA
MOV-0000355,191-3121468-0-31,2026-08-27,Delivery Ñam,1017.19,ABONO,WEB,EN_LINEA
MOV-0000356,191-3121468-0-31,2026-06-07,Delivery Ñam,49.06,ABONO,INTIPAY,San Miguel
MOV-0000357,191-3121468-0-31,2026-06-09,Mercado Inti,-72.5,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000358,191-3121468-0-31,2026-07-29,TaxiYa,-1105.94,CARGO,POS,EN_LINEA
MOV-0000359,191-3121468-0-31,2026-07-25,Minimarket Tumi,-1001.0,CARGO,TRANSFERENCIA_DIFERIDA,Miraflores
MOV-0000360,191-3121468-0-31,2026-06-20,TaxiYa,-1366.27,CARGO,INTIPAY,Callao
MOV-0000361,191-3121468-0-31,2026-06-26,Café Andino,-944.0,CARGO,APP,EN_LINEA
MOV-0000362,191-3121468-0-31,2026-07-17,Ferretería Nexo,-704.38,CARGO,ATM,Santiago de Surco
MOV-0000363,191-9904921-0-62,2026-07-16,Ferretería Nexo,1021.82,ABONO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000364,191-9904921-0-62,2026-08-31,Farmacia Pacha,-1048.59,CARGO,TRANSFERENCIA_DIFERIDA,Los Olivos
MOV-0000365,191-9904921-0-62,2026-09-03,Café Andino,102.15,ABONO,APP,Chorrillos
MOV-0000366,191-9904921-0-62,2026-07-17,Botica Sumaq,-873.93,CARGO,APP,EN_LINEA
MOV-0000367,191-9904921-0-62,2026-08-23,Ferretería Nexo,-312.9,CARGO,POS,San Borja
MOV-0000368,191-9904921-0-62,2026-06-29,Cine Estelar,-314.65,CARGO,APP,EN_LINEA
MOV-0000369,191-9904921-0-62,2026-06-12,Ferretería Nexo,-702.66,CARGO,INTIPAY,San Borja
MOV-0000370,191-9904921-0-62,2026-08-09,Ferretería Nexo,1209.82,ABONO,APP,EN_LINEA
MOV-0000371,191-9904921-0-62,2026-06-21,Tienda Aurora,-1352.11,CARGO,INTIPAY,Pueblo Libre
MOV-0000372,191-9904921-0-62,2026-07-24,Delivery Ñam,1281.0,ABONO,TRANSFERENCIA_DIFERIDA,San Borja
MOV-0000373,191-9904921-0-62,2026-06-26,Tienda Aurora,-1116.29,CARGO,APP,EN_LINEA
MOV-0000374,191-9250722-0-70,2026-06-15,Cine Estelar,-730.11,CARGO,WEB,Pueblo Libre
MOV-0000375,191-9250722-0-70,2026-06-20,Cajero Banco Inti,-874.64,CARGO,ATM,Lince
MOV-0000376,191-9250722-0-70,2026-06-10,Supermercado Kori,1193.58,ABONO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000377,191-9250722-0-70,2026-06-26,Tienda Aurora,-706.6,CARGO,APP,Los Olivos
MOV-0000378,191-9250722-0-70,2026-07-27,StreamAndina,883.87,ABONO,TRANSFERENCIA_DIFERIDA,Magdalena del Mar
MOV-0000379,191-9250722-0-70,2026-06-22,Minimarket Tumi,-940.0,CARGO,ATM,Barranco
MOV-0000380,191-7085393-0-37,2026-08-05,Botica Sumaq,533.32,ABONO,APP,Ate
MOV-0000381,191-7085393-0-37,2026-07-26,Farmacia Pacha,-1182.7,CARGO,TRANSFERENCIA_DIFERIDA,Santiago de Surco
MOV-0000382,191-7085393-0-37,2026-06-08,Transferencia P2P,-1238.51,CARGO,ATM,Independencia
MOV-0000383,191-7085393-0-37,2026-07-10,Cine Estelar,-234.12,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000384,191-7085393-0-37,2026-08-13,Delivery Ñam,-956.54,CARGO,TRANSFERENCIA_INMEDIATA,EN_LINEA
MOV-0000385,191-7085393-0-37,2026-08-02,Cine Estelar,-1052.01,CARGO,WEB,Barranco
MOV-0000386,191-7085393-0-37,2026-07-14,Farmacia Pacha,-665.99,CARGO,ATM,Magdalena del Mar
MOV-0000387,191-7085393-0-37,2026-07-04,Transferencia P2P,456.38,ABONO,TRANSFERENCIA_DIFERIDA,San Isidro
MOV-0000388,191-7085393-0-37,2026-08-28,Delivery Ñam,-987.81,CARGO,ATM,EN_LINEA
MOV-0000389,191-7085393-0-37,2026-08-27,Supermercado Kori,-1215.04,CARGO,POS,San Juan de Lurigancho
MOV-0000390,191-4379216-0-53,2026-08-26,Supermercado Kori,-838.44,CARGO,INTIPAY,San Juan de Lurigancho
MOV-0000391,191-4379216-0-53,2026-07-15,Supermercado Kori,-722.0,CARGO,WEB,EN_LINEA
MOV-0000392,191-4379216-0-53,2026-07-08,Tienda Aurora,-210.76,CARGO,WEB,EN_LINEA
MOV-0000393,191-4379216-0-53,2026-08-21,Transferencia P2P,-579.37,CARGO,TRANSFERENCIA_DIFERIDA,Surquillo
MOV-0000394,191-4379216-0-53,2026-09-02,StreamAndina,-474.27,CARGO,INTIPAY,Pueblo Libre
MOV-0000395,191-4379216-0-53,2026-08-15,Delivery Ñam,-1198.08,CARGO,POS,EN_LINEA
MOV-0000396,191-4379216-0-53,2026-06-18,Ferretería Nexo,22.36,ABONO,INTIPAY,Comas
MOV-0000397,191-4379216-0-53,2026-07-27,Café Andino,419.45,ABONO,WEB,EN_LINEA
MOV-0000398,191-4379216-0-53,2026-06-13,Cajero Banco Inti,-608.13,CARGO,INTIPAY,Santiago de Surco
MOV-0000399,191-4379216-0-53,2026-09-02,Farmacia Pacha,-1084.99,CARGO,TRANSFERENCIA_INMEDIATA,Callao
MOV-0000400,191-4379216-0-53,2026-07-08,Cajero Banco Inti,-877.04,CARGO,TRANSFERENCIA_DIFERIDA,Magdalena del Mar
